User ID,Amount,Category,Date,Month
user123,42.32,Entertainment,2024-01-04,January 2024
user123,152.95,Dining,2024-01-04,January 2024
user123,93.56,Miscellaneous,2024-01-04,January 2024
user123,21.64,Dining,2024-01-04,January 2024
user123,182.72,Groceries,2024-01-04,January 2024
user123,9.59,Transport,2024-01-04,January 2024
user123,10.18,Dining,2024-01-04,January 2024
user123,186.35,Shopping,2024-01-04,January 2024
user123,21.26,Groceries,2024-01-04,January 2024
user123,137.15,Entertainment,2024-01-05,January 2024
user123,73.6,Groceries,2024-01-05,January 2024
user123,143.95,Dining,2024-01-05,January 2024
user123,158.77,Groceries,2024-01-05,January 2024
user123,160.08,Shopping,2024-01-05,January 2024
user123,182.45,Utilities,2024-01-05,January 2024
user123,12.81,Dining,2024-01-05,January 2024
user123,84.89,Health,2024-01-05,January 2024
user123,114.75,Entertainment,2024-01-05,January 2024
user123,27.29,Health,2024-01-05,January 2024
user123,192.41,Groceries,2024-01-06,January 2024
user123,188.55,Dining,2024-01-06,January 2024
user123,67.38,Miscellaneous,2024-01-06,January 2024
user123,191.24,Transport,2024-01-06,January 2024
user123,196.67,Miscellaneous,2024-01-06,January 2024
user123,170.42,Transport,2024-01-06,January 2024
user123,129.45,Groceries,2024-01-06,January 2024
user123,136.18,Transport,2024-01-06,January 2024
user123,60.29,Miscellaneous,2024-01-06,January 2024
user123,91.91,Miscellaneous,2024-01-06,January 2024
user123,113.9,Utilities,2024-01-06,January 2024
user123,197.1,Entertainment,2024-01-06,January 2024
user123,102.73,Transport,2024-01-06,January 2024
user123,193.64,Dining,2024-01-06,January 2024
user123,63.74,Health,2024-01-07,January 2024
user123,17.28,Miscellaneous,2024-01-07,January 2024
user123,114.55,Entertainment,2024-01-07,January 2024
user123,97.95,Utilities,2024-01-07,January 2024
user123,32.81,Miscellaneous,2024-01-07,January 2024
user123,46.28,Shopping,2024-01-07,January 2024
user123,67.0,Miscellaneous,2024-01-07,January 2024
user123,19.39,Groceries,2024-01-07,January 2024
user123,163.33,Dining,2024-01-07,January 2024
user123,17.56,Dining,2024-01-07,January 2024
user123,49.91,Shopping,2024-01-07,January 2024
user123,152.52,Transport,2024-01-07,January 2024
user123,48.13,Transport,2024-01-08,January 2024
user123,9.08,Health,2024-01-08,January 2024
user123,19.86,Groceries,2024-01-08,January 2024
user123,65.49,Dining,2024-01-08,January 2024
user123,175.07,Groceries,2024-01-08,January 2024
user123,195.31,Entertainment,2024-01-08,January 2024
user123,106.41,Entertainment,2024-01-08,January 2024
user123,82.21,Utilities,2024-01-08,January 2024
user123,145.29,Shopping,2024-01-08,January 2024
user123,32.5,Miscellaneous,2024-01-08,January 2024
user123,170.08,Transport,2024-01-08,January 2024
user123,178.1,Dining,2024-01-08,January 2024
user123,69.55,Groceries,2024-01-09,January 2024
user123,80.92,Groceries,2024-01-09,January 2024
user123,37.77,Entertainment,2024-01-09,January 2024
user123,25.97,Health,2024-01-09,January 2024
user123,60.11,Groceries,2024-01-09,January 2024
user123,143.48,Miscellaneous,2024-01-09,January 2024
user123,144.79,Health,2024-01-09,January 2024
user123,85.42,Transport,2024-01-09,January 2024
user123,124.52,Shopping,2024-01-09,January 2024
user123,187.8,Transport,2024-01-09,January 2024
user123,165.67,Transport,2024-01-09,January 2024
user123,80.24,Entertainment,2024-01-09,January 2024
user123,147.08,Shopping,2024-01-09,January 2024
user123,149.62,Dining,2024-01-09,January 2024
user123,80.32,Dining,2024-01-09,January 2024
user123,68.56,Entertainment,2024-01-10,January 2024
user123,132.96,Health,2024-01-10,January 2024
user123,80.45,Groceries,2024-01-10,January 2024
user123,92.81,Utilities,2024-01-10,January 2024
user123,163.29,Shopping,2024-01-10,January 2024
user123,39.68,Health,2024-01-10,January 2024
user123,62.08,Shopping,2024-01-10,January 2024
user123,127.68,Transport,2024-01-10,January 2024
user123,124.06,Health,2024-01-10,January 2024
user123,37.41,Health,2024-01-10,January 2024
user123,32.78,Entertainment,2024-01-10,January 2024
user123,9.04,Shopping,2024-01-10,January 2024
user123,86.96,Groceries,2024-01-10,January 2024
user123,53.27,Transport,2024-01-11,January 2024
user123,42.11,Miscellaneous,2024-01-11,January 2024
user123,76.68,Groceries,2024-01-11,January 2024
user123,188.99,Health,2024-01-11,January 2024
user123,147.6,Miscellaneous,2024-01-11,January 2024
user123,115.7,Health,2024-01-11,January 2024
user123,53.24,Transport,2024-01-11,January 2024
user123,169.16,Dining,2024-01-11,January 2024
user123,179.18,Health,2024-01-11,January 2024
user123,176.46,Health,2024-01-11,January 2024
user123,63.39,Groceries,2024-01-11,January 2024
user123,11.46,Health,2024-01-11,January 2024
user123,196.13,Dining,2024-01-11,January 2024
user123,87.67,Entertainment,2024-01-11,January 2024
user123,5.59,Groceries,2024-01-11,January 2024
user123,63.42,Miscellaneous,2024-01-12,January 2024
user123,70.22,Groceries,2024-01-12,January 2024
user123,198.72,Dining,2024-01-12,January 2024
user123,37.83,Miscellaneous,2024-01-12,January 2024
user123,130.02,Health,2024-01-12,January 2024
user123,13.01,Utilities,2024-01-12,January 2024
user123,104.53,Groceries,2024-01-12,January 2024
user123,134.94,Transport,2024-01-12,January 2024
user123,138.2,Health,2024-01-12,January 2024
user123,147.57,Miscellaneous,2024-01-12,January 2024
user123,98.13,Shopping,2024-01-12,January 2024
user123,102.34,Health,2024-01-12,January 2024
user123,127.81,Utilities,2024-01-13,January 2024
user123,76.94,Transport,2024-01-13,January 2024
user123,198.7,Transport,2024-01-13,January 2024
user123,34.84,Transport,2024-01-13,January 2024
user123,52.54,Health,2024-01-13,January 2024
user123,31.5,Transport,2024-01-13,January 2024
user123,70.64,Health,2024-01-13,January 2024
user123,185.75,Shopping,2024-01-13,January 2024
user123,176.6,Transport,2024-01-13,January 2024
user123,159.42,Utilities,2024-01-13,January 2024
user123,151.05,Groceries,2024-01-14,January 2024
user123,153.59,Groceries,2024-01-14,January 2024
user123,63.3,Entertainment,2024-01-14,January 2024
user123,164.97,Health,2024-01-14,January 2024
user123,196.73,Groceries,2024-01-14,January 2024
user123,188.7,Groceries,2024-01-14,January 2024
user123,52.37,Groceries,2024-01-14,January 2024
user123,105.04,Health,2024-01-14,January 2024
user123,158.46,Miscellaneous,2024-01-14,January 2024
user123,153.34,Miscellaneous,2024-01-14,January 2024
user123,133.07,Entertainment,2024-01-15,January 2024
user123,31.94,Dining,2024-01-15,January 2024
user123,177.57,Transport,2024-01-15,January 2024
user123,106.73,Entertainment,2024-01-15,January 2024
user123,178.45,Transport,2024-01-15,January 2024
user123,69.63,Entertainment,2024-01-15,January 2024
user123,183.8,Dining,2024-01-15,January 2024
user123,149.95,Utilities,2024-01-15,January 2024
user123,98.99,Miscellaneous,2024-01-15,January 2024
user123,33.97,Transport,2024-01-15,January 2024
user123,55.83,Shopping,2024-01-15,January 2024
user123,186.69,Shopping,2024-01-15,January 2024
user123,85.49,Groceries,2024-01-15,January 2024
user123,86.2,Miscellaneous,2024-01-15,January 2024
user123,133.28,Health,2024-01-16,January 2024
user123,132.35,Entertainment,2024-01-16,January 2024
user123,112.21,Groceries,2024-01-16,January 2024
user123,106.56,Miscellaneous,2024-01-16,January 2024
user123,91.11,Dining,2024-01-16,January 2024
user123,154.31,Miscellaneous,2024-01-16,January 2024
user123,45.71,Transport,2024-01-16,January 2024
user123,105.37,Dining,2024-01-16,January 2024
user123,120.13,Shopping,2024-01-16,January 2024
user123,174.7,Shopping,2024-01-16,January 2024
user123,64.63,Transport,2024-01-16,January 2024
user123,181.24,Groceries,2024-01-16,January 2024
user123,126.5,Utilities,2024-01-16,January 2024
user123,67.26,Utilities,2024-01-17,January 2024
user123,105.37,Health,2024-01-17,January 2024
user123,95.67,Shopping,2024-01-17,January 2024
user123,193.28,Groceries,2024-01-17,January 2024
user123,26.39,Miscellaneous,2024-01-17,January 2024
user123,188.12,Transport,2024-01-17,January 2024
user123,156.0,Health,2024-01-17,January 2024
user123,97.8,Groceries,2024-01-17,January 2024
user123,175.96,Miscellaneous,2024-01-17,January 2024
user123,161.98,Utilities,2024-01-17,January 2024
user123,63.96,Transport,2024-01-17,January 2024
user123,135.25,Entertainment,2024-01-17,January 2024
user123,179.71,Entertainment,2024-01-17,January 2024
user123,38.4,Transport,2024-01-17,January 2024
user123,105.92,Dining,2024-01-17,January 2024
user123,73.67,Groceries,2024-01-18,January 2024
user123,80.03,Transport,2024-01-18,January 2024
user123,27.05,Dining,2024-01-18,January 2024
user123,22.54,Utilities,2024-01-18,January 2024
user123,136.59,Health,2024-01-18,January 2024
user123,183.89,Transport,2024-01-18,January 2024
user123,89.03,Entertainment,2024-01-18,January 2024
user123,43.57,Miscellaneous,2024-01-18,January 2024
user123,20.8,Entertainment,2024-01-18,January 2024
user123,48.34,Utilities,2024-01-18,January 2024
user123,58.34,Shopping,2024-01-18,January 2024
user123,163.78,Health,2024-01-18,January 2024
user123,197.12,Entertainment,2024-01-18,January 2024
user123,198.25,Dining,2024-01-19,January 2024
user123,20.38,Shopping,2024-01-19,January 2024
user123,104.43,Utilities,2024-01-19,January 2024
user123,50.35,Dining,2024-01-19,January 2024
user123,121.97,Entertainment,2024-01-19,January 2024
user123,131.79,Groceries,2024-01-19,January 2024
user123,199.45,Health,2024-01-19,January 2024
user123,53.14,Shopping,2024-01-19,January 2024
user123,192.96,Utilities,2024-01-19,January 2024
user123,17.96,Shopping,2024-01-19,January 2024
user123,176.25,Groceries,2024-01-20,January 2024
user123,31.02,Shopping,2024-01-20,January 2024
user123,68.1,Miscellaneous,2024-01-20,January 2024
user123,122.3,Miscellaneous,2024-01-20,January 2024
user123,190.56,Groceries,2024-01-20,January 2024
user123,48.74,Utilities,2024-01-20,January 2024
user123,148.51,Miscellaneous,2024-01-20,January 2024
user123,14.42,Dining,2024-01-20,January 2024
user123,60.63,Utilities,2024-01-20,January 2024
user123,47.91,Health,2024-01-20,January 2024
user123,104.45,Groceries,2024-01-21,January 2024
user123,179.42,Groceries,2024-01-21,January 2024
user123,108.82,Groceries,2024-01-21,January 2024
user123,39.95,Groceries,2024-01-21,January 2024
user123,144.59,Shopping,2024-01-21,January 2024
user123,83.31,Transport,2024-01-21,January 2024
user123,109.1,Miscellaneous,2024-01-21,January 2024
user123,170.29,Shopping,2024-01-21,January 2024
user123,76.13,Groceries,2024-01-21,January 2024
user123,13.61,Transport,2024-01-21,January 2024
user123,36.37,Miscellaneous,2024-01-21,January 2024
user123,29.58,Shopping,2024-01-21,January 2024
user123,133.11,Utilities,2024-01-21,January 2024
user123,151.19,Shopping,2024-01-21,January 2024
user123,59.69,Dining,2024-01-22,January 2024
user123,75.27,Shopping,2024-01-22,January 2024
user123,165.14,Miscellaneous,2024-01-22,January 2024
user123,187.46,Entertainment,2024-01-22,January 2024
user123,18.26,Dining,2024-01-22,January 2024
user123,103.87,Dining,2024-01-22,January 2024
user123,33.01,Utilities,2024-01-22,January 2024
user123,56.24,Health,2024-01-22,January 2024
user123,10.42,Dining,2024-01-22,January 2024
user123,188.03,Miscellaneous,2024-01-22,January 2024
user123,39.15,Groceries,2024-01-22,January 2024
user123,125.41,Groceries,2024-01-22,January 2024
user123,184.39,Miscellaneous,2024-01-23,January 2024
user123,83.1,Miscellaneous,2024-01-23,January 2024
user123,33.91,Transport,2024-01-23,January 2024
user123,16.36,Utilities,2024-01-23,January 2024
user123,136.28,Miscellaneous,2024-01-23,January 2024
user123,57.97,Miscellaneous,2024-01-23,January 2024
user123,55.18,Health,2024-01-23,January 2024
user123,7.18,Entertainment,2024-01-23,January 2024
user123,88.4,Transport,2024-01-23,January 2024
user123,161.51,Groceries,2024-01-23,January 2024
user123,45.33,Health,2024-01-23,January 2024
user123,64.07,Transport,2024-01-23,January 2024
user123,63.54,Health,2024-01-24,January 2024
user123,183.57,Miscellaneous,2024-01-24,January 2024
user123,55.92,Miscellaneous,2024-01-24,January 2024
user123,12.81,Health,2024-01-24,January 2024
user123,151.67,Health,2024-01-24,January 2024
user123,38.35,Dining,2024-01-24,January 2024
user123,13.21,Health,2024-01-24,January 2024
user123,71.17,Shopping,2024-01-24,January 2024
user123,153.74,Shopping,2024-01-24,January 2024
user123,105.12,Miscellaneous,2024-01-24,January 2024
user123,143.36,Dining,2024-01-25,January 2024
user123,55.54,Entertainment,2024-01-25,January 2024
user123,10.71,Transport,2024-01-25,January 2024
user123,190.95,Groceries,2024-01-25,January 2024
user123,197.12,Entertainment,2024-01-25,January 2024
user123,164.03,Miscellaneous,2024-01-25,January 2024
user123,39.97,Transport,2024-01-25,January 2024
user123,88.67,Health,2024-01-25,January 2024
user123,87.5,Groceries,2024-01-25,January 2024
user123,62.13,Groceries,2024-01-25,January 2024
user123,134.8,Utilities,2024-01-25,January 2024
user123,18.24,Entertainment,2024-01-26,January 2024
user123,61.93,Groceries,2024-01-26,January 2024
user123,106.37,Transport,2024-01-26,January 2024
user123,98.65,Shopping,2024-01-26,January 2024
user123,131.05,Utilities,2024-01-26,January 2024
user123,110.38,Dining,2024-01-26,January 2024
user123,32.94,Utilities,2024-01-26,January 2024
user123,117.84,Transport,2024-01-26,January 2024
user123,99.93,Dining,2024-01-26,January 2024
user123,101.53,Shopping,2024-01-26,January 2024
user123,114.1,Health,2024-01-26,January 2024
user123,111.74,Miscellaneous,2024-01-26,January 2024
user123,158.96,Utilities,2024-01-26,January 2024
user123,98.87,Miscellaneous,2024-01-27,January 2024
user123,68.16,Dining,2024-01-27,January 2024
user123,168.29,Dining,2024-01-27,January 2024
user123,93.9,Miscellaneous,2024-01-27,January 2024
user123,105.61,Shopping,2024-01-27,January 2024
user123,154.75,Utilities,2024-01-27,January 2024
user123,137.71,Shopping,2024-01-27,January 2024
user123,137.4,Dining,2024-01-27,January 2024
user123,15.8,Utilities,2024-01-27,January 2024
user123,65.03,Groceries,2024-01-27,January 2024
user123,102.54,Entertainment,2024-01-27,January 2024
user123,177.76,Health,2024-01-27,January 2024
user123,77.23,Dining,2024-01-27,January 2024
user123,44.5,Shopping,2024-01-28,January 2024
user123,80.4,Dining,2024-01-28,January 2024
user123,193.28,Health,2024-01-28,January 2024
user123,48.31,Miscellaneous,2024-01-28,January 2024
user123,158.46,Dining,2024-01-28,January 2024
user123,48.43,Miscellaneous,2024-01-28,January 2024
user123,48.24,Entertainment,2024-01-28,January 2024
user123,178.51,Dining,2024-01-28,January 2024
user123,67.08,Groceries,2024-01-28,January 2024
user123,131.0,Utilities,2024-01-28,January 2024
user123,198.67,Entertainment,2024-01-28,January 2024
user123,17.12,Dining,2024-01-28,January 2024
user123,121.35,Utilities,2024-01-28,January 2024
user123,163.11,Utilities,2024-01-28,January 2024
user123,189.38,Dining,2024-01-29,January 2024
user123,52.89,Transport,2024-01-29,January 2024
user123,157.79,Transport,2024-01-29,January 2024
user123,13.56,Entertainment,2024-01-29,January 2024
user123,148.47,Transport,2024-01-29,January 2024
user123,143.57,Transport,2024-01-29,January 2024
user123,111.16,Health,2024-01-29,January 2024
user123,74.89,Transport,2024-01-29,January 2024
user123,35.99,Miscellaneous,2024-01-29,January 2024
user123,46.83,Miscellaneous,2024-01-29,January 2024
user123,87.47,Transport,2024-01-29,January 2024
user123,117.25,Shopping,2024-01-29,January 2024
user123,46.97,Transport,2024-01-29,January 2024
user123,194.71,Shopping,2024-01-29,January 2024
user123,116.16,Health,2024-01-29,January 2024
user123,122.9,Health,2024-01-30,January 2024
user123,134.9,Health,2024-01-30,January 2024
user123,196.87,Dining,2024-01-30,January 2024
user123,163.2,Dining,2024-01-30,January 2024
user123,176.13,Health,2024-01-30,January 2024
user123,134.14,Groceries,2024-01-30,January 2024
user123,32.63,Utilities,2024-01-30,January 2024
user123,100.67,Transport,2024-01-30,January 2024
user123,70.92,Miscellaneous,2024-01-30,January 2024
user123,156.62,Dining,2024-01-30,January 2024
user123,37.27,Utilities,2024-01-30,January 2024
user123,132.55,Groceries,2024-01-30,January 2024
user123,136.58,Dining,2024-01-30,January 2024
user123,176.51,Transport,2024-01-31,January 2024
user123,24.51,Transport,2024-01-31,January 2024
user123,198.4,Utilities,2024-01-31,January 2024
user123,125.07,Utilities,2024-01-31,January 2024
user123,36.85,Utilities,2024-01-31,January 2024
user123,137.61,Utilities,2024-01-31,January 2024
user123,103.13,Transport,2024-01-31,January 2024
user123,53.47,Transport,2024-01-31,January 2024
user123,74.9,Dining,2024-01-31,January 2024
user123,178.59,Miscellaneous,2024-01-31,January 2024
user123,58.45,Dining,2024-01-31,January 2024
user123,108.63,Entertainment,2024-01-31,January 2024
user123,162.55,Utilities,2024-02-01,February 2024
user123,147.81,Groceries,2024-02-01,February 2024
user123,175.96,Shopping,2024-02-01,February 2024
user123,194.22,Transport,2024-02-01,February 2024
user123,12.09,Transport,2024-02-01,February 2024
user123,73.58,Entertainment,2024-02-01,February 2024
user123,13.95,Entertainment,2024-02-01,February 2024
user123,104.83,Miscellaneous,2024-02-01,February 2024
user123,86.76,Utilities,2024-02-01,February 2024
user123,58.73,Dining,2024-02-01,February 2024
user123,118.58,Shopping,2024-02-01,February 2024
user123,13.63,Shopping,2024-02-02,February 2024
user123,192.97,Groceries,2024-02-02,February 2024
user123,85.98,Dining,2024-02-02,February 2024
user123,120.64,Health,2024-02-02,February 2024
user123,32.46,Entertainment,2024-02-02,February 2024
user123,160.2,Dining,2024-02-02,February 2024
user123,180.85,Dining,2024-02-02,February 2024
user123,5.94,Miscellaneous,2024-02-02,February 2024
user123,84.15,Utilities,2024-02-02,February 2024
user123,72.14,Dining,2024-02-02,February 2024
user123,120.41,Miscellaneous,2024-02-02,February 2024
user123,121.48,Transport,2024-02-02,February 2024
user123,171.4,Miscellaneous,2024-02-03,February 2024
user123,129.1,Dining,2024-02-03,February 2024
user123,18.59,Miscellaneous,2024-02-03,February 2024
user123,143.55,Health,2024-02-03,February 2024
user123,34.89,Miscellaneous,2024-02-03,February 2024
user123,96.39,Shopping,2024-02-03,February 2024
user123,133.38,Dining,2024-02-03,February 2024
user123,157.73,Transport,2024-02-03,February 2024
user123,64.53,Dining,2024-02-03,February 2024
user123,172.29,Dining,2024-02-03,February 2024
user123,192.93,Shopping,2024-02-03,February 2024
user123,198.65,Health,2024-02-03,February 2024
user123,178.6,Utilities,2024-02-03,February 2024
user123,93.8,Entertainment,2024-02-03,February 2024
user123,43.81,Dining,2024-02-04,February 2024
user123,136.96,Entertainment,2024-02-04,February 2024
user123,140.27,Transport,2024-02-04,February 2024
user123,111.22,Entertainment,2024-02-04,February 2024
user123,177.26,Groceries,2024-02-04,February 2024
user123,160.33,Dining,2024-02-04,February 2024
user123,95.5,Health,2024-02-04,February 2024
user123,160.39,Shopping,2024-02-04,February 2024
user123,91.23,Entertainment,2024-02-04,February 2024
user123,7.71,Transport,2024-02-04,February 2024
user123,88.84,Dining,2024-02-04,February 2024
user123,110.39,Groceries,2024-02-04,February 2024
user123,39.04,Entertainment,2024-02-04,February 2024
user123,48.46,Miscellaneous,2024-02-04,February 2024
user123,18.19,Entertainment,2024-02-05,February 2024
user123,198.94,Entertainment,2024-02-05,February 2024
user123,79.41,Shopping,2024-02-05,February 2024
user123,199.73,Shopping,2024-02-05,February 2024
user123,67.17,Dining,2024-02-05,February 2024
user123,155.85,Entertainment,2024-02-05,February 2024
user123,61.03,Dining,2024-02-05,February 2024
user123,136.33,Shopping,2024-02-05,February 2024
user123,126.13,Transport,2024-02-05,February 2024
user123,187.26,Groceries,2024-02-05,February 2024
user123,68.93,Shopping,2024-02-05,February 2024
user123,89.14,Groceries,2024-02-05,February 2024
user123,165.6,Entertainment,2024-02-06,February 2024
user123,182.91,Transport,2024-02-06,February 2024
user123,116.6,Dining,2024-02-06,February 2024
user123,97.92,Groceries,2024-02-06,February 2024
user123,169.16,Transport,2024-02-06,February 2024
user123,153.18,Miscellaneous,2024-02-06,February 2024
user123,79.33,Miscellaneous,2024-02-06,February 2024
user123,130.14,Utilities,2024-02-06,February 2024
user123,78.88,Health,2024-02-06,February 2024
user123,191.16,Transport,2024-02-06,February 2024
user123,150.73,Transport,2024-02-06,February 2024
user123,90.04,Transport,2024-02-06,February 2024
user123,60.09,Miscellaneous,2024-02-06,February 2024
user123,143.9,Groceries,2024-02-06,February 2024
user123,177.14,Miscellaneous,2024-02-06,February 2024
user123,51.09,Utilities,2024-02-07,February 2024
user123,136.27,Dining,2024-02-07,February 2024
user123,26.36,Miscellaneous,2024-02-07,February 2024
user123,176.0,Groceries,2024-02-07,February 2024
user123,20.93,Entertainment,2024-02-07,February 2024
user123,183.5,Miscellaneous,2024-02-07,February 2024
user123,47.77,Utilities,2024-02-07,February 2024
user123,179.4,Health,2024-02-07,February 2024
user123,63.14,Dining,2024-02-07,February 2024
user123,194.08,Shopping,2024-02-07,February 2024
user123,23.04,Dining,2024-02-07,February 2024
user123,29.77,Entertainment,2024-02-07,February 2024
user123,143.89,Transport,2024-02-07,February 2024
user123,65.96,Groceries,2024-02-07,February 2024
user123,85.11,Shopping,2024-02-08,February 2024
user123,176.08,Miscellaneous,2024-02-08,February 2024
user123,114.1,Entertainment,2024-02-08,February 2024
user123,89.67,Shopping,2024-02-08,February 2024
user123,34.94,Groceries,2024-02-08,February 2024
user123,159.41,Dining,2024-02-08,February 2024
user123,155.58,Transport,2024-02-08,February 2024
user123,132.39,Dining,2024-02-08,February 2024
user123,100.9,Groceries,2024-02-08,February 2024
user123,96.92,Health,2024-02-08,February 2024
user123,33.42,Dining,2024-02-09,February 2024
user123,19.93,Transport,2024-02-09,February 2024
user123,169.87,Dining,2024-02-09,February 2024
user123,119.57,Entertainment,2024-02-09,February 2024
user123,6.22,Shopping,2024-02-09,February 2024
user123,8.1,Utilities,2024-02-09,February 2024
user123,61.85,Groceries,2024-02-09,February 2024
user123,80.02,Entertainment,2024-02-09,February 2024
user123,165.66,Dining,2024-02-09,February 2024
user123,186.65,Shopping,2024-02-09,February 2024
user123,67.28,Dining,2024-02-09,February 2024
user123,172.3,Miscellaneous,2024-02-09,February 2024
user123,134.54,Transport,2024-02-09,February 2024
user123,104.49,Utilities,2024-02-09,February 2024
user123,87.03,Utilities,2024-02-10,February 2024
user123,182.5,Transport,2024-02-10,February 2024
user123,69.04,Entertainment,2024-02-10,February 2024
user123,193.61,Utilities,2024-02-10,February 2024
user123,137.02,Groceries,2024-02-10,February 2024
user123,69.15,Entertainment,2024-02-10,February 2024
user123,14.3,Utilities,2024-02-10,February 2024
user123,130.27,Groceries,2024-02-10,February 2024
user123,163.57,Health,2024-02-10,February 2024
user123,43.12,Groceries,2024-02-10,February 2024
user123,36.47,Health,2024-02-10,February 2024
user123,107.41,Utilities,2024-02-10,February 2024
user123,179.54,Groceries,2024-02-11,February 2024
user123,125.6,Miscellaneous,2024-02-11,February 2024
user123,73.86,Utilities,2024-02-11,February 2024
user123,150.65,Entertainment,2024-02-11,February 2024
user123,6.4,Shopping,2024-02-11,February 2024
user123,35.09,Groceries,2024-02-11,February 2024
user123,19.81,Dining,2024-02-11,February 2024
user123,52.45,Entertainment,2024-02-11,February 2024
user123,8.28,Shopping,2024-02-11,February 2024
user123,69.55,Transport,2024-02-11,February 2024
user123,155.33,Groceries,2024-02-11,February 2024
user123,163.15,Groceries,2024-02-12,February 2024
user123,8.92,Health,2024-02-12,February 2024
user123,57.37,Dining,2024-02-12,February 2024
user123,76.81,Health,2024-02-12,February 2024
user123,56.5,Miscellaneous,2024-02-12,February 2024
user123,126.99,Miscellaneous,2024-02-12,February 2024
user123,45.85,Miscellaneous,2024-02-12,February 2024
user123,98.82,Transport,2024-02-12,February 2024
user123,149.4,Transport,2024-02-12,February 2024
user123,87.6,Transport,2024-02-12,February 2024
user123,137.91,Transport,2024-02-12,February 2024
user123,16.1,Groceries,2024-02-13,February 2024
user123,187.35,Entertainment,2024-02-13,February 2024
user123,89.62,Miscellaneous,2024-02-13,February 2024
user123,163.23,Entertainment,2024-02-13,February 2024
user123,153.46,Shopping,2024-02-13,February 2024
user123,64.62,Miscellaneous,2024-02-13,February 2024
user123,191.0,Groceries,2024-02-13,February 2024
user123,125.01,Shopping,2024-02-13,February 2024
user123,62.9,Health,2024-02-13,February 2024
user123,102.81,Shopping,2024-02-13,February 2024
user123,45.72,Utilities,2024-02-13,February 2024
user123,47.88,Groceries,2024-02-13,February 2024
user123,57.2,Transport,2024-02-13,February 2024
user123,77.74,Shopping,2024-02-13,February 2024
user123,111.83,Miscellaneous,2024-02-14,February 2024
user123,24.92,Shopping,2024-02-14,February 2024
user123,63.5,Utilities,2024-02-14,February 2024
user123,13.41,Dining,2024-02-14,February 2024
user123,44.17,Health,2024-02-14,February 2024
user123,6.58,Groceries,2024-02-14,February 2024
user123,164.11,Transport,2024-02-14,February 2024
user123,142.83,Utilities,2024-02-14,February 2024
user123,110.37,Utilities,2024-02-14,February 2024
user123,32.44,Groceries,2024-02-14,February 2024
user123,129.8,Shopping,2024-02-15,February 2024
user123,143.71,Transport,2024-02-15,February 2024
user123,51.69,Shopping,2024-02-15,February 2024
user123,164.71,Shopping,2024-02-15,February 2024
user123,25.84,Entertainment,2024-02-15,February 2024
user123,125.16,Health,2024-02-15,February 2024
user123,157.22,Health,2024-02-15,February 2024
user123,131.41,Shopping,2024-02-15,February 2024
user123,99.84,Transport,2024-02-15,February 2024
user123,186.12,Health,2024-02-15,February 2024
user123,188.16,Transport,2024-02-15,February 2024
user123,26.16,Dining,2024-02-16,February 2024
